R1,R2,R3,R4,R5,R6
2.074919e+00,1.418429e+00,1.418429e+00,3.139108e+00,3.139108e+00,2.267671e+00
2.074919e+00,1.495036e+00,1.495036e+00,3.174459e+00,3.174459e+00,2.456644e+00
2.074919e+00,1.573588e+00,1.573588e+00,3.212201e+00,3.212201e+00,2.645617e+00
2.074919e+00,1.653808e+00,1.653808e+00,3.252252e+00,3.252252e+00,2.834589e+00
2.074919e+00,1.735465e+00,1.735465e+00,3.294525e+00,3.294525e+00,3.023562e+00
2.074919e+00,1.818365e+00,1.818365e+00,3.338939e+00,3.338939e+00,3.212534e+00
2.074919e+00,1.902346e+00,1.902346e+00,3.385407e+00,3.385407e+00,3.401507e+00
2.074919e+00,2.073023e+00,2.073023e+00,3.484176e+00,3.484176e+00,3.779452e+00
2.074919e+00,2.246630e+00,2.246630e+00,3.590182e+00,3.590182e+00,4.157397e+00
2.074919e+00,2.422538e+00,2.422538e+00,3.702803e+00,3.702803e+00,4.535343e+00
2.074919e+00,2.600280e+00,2.600280e+00,3.821455e+00,3.821455e+00,4.913288e+00
2.074919e+00,2.779504e+00,2.779504e+00,3.945593e+00,3.945593e+00,5.291233e+00
2.074919e+00,2.959942e+00,2.959942e+00,4.074716e+00,4.074716e+00,5.669178e+00
2.074919e+00,3.141383e+00,3.141383e+00,4.208366e+00,4.208366e+00,6.047124e+00
2.074919e+00,3.323663e+00,3.323663e+00,4.346124e+00,4.346124e+00,6.425069e+00
2.074919e+00,3.506652e+00,3.506652e+00,4.487613e+00,4.487613e+00,6.803014e+00
2.074919e+00,3.690244e+00,3.690244e+00,4.632490e+00,4.632490e+00,7.180959e+00
2.074919e+00,3.874354e+00,3.874354e+00,4.780447e+00,4.780447e+00,7.558904e+00
2.074919e+00,4.243856e+00,4.243856e+00,5.084523e+00,5.084523e+00,8.314795e+00
2.074919e+00,4.614726e+00,4.614726e+00,5.397939e+00,5.397939e+00,9.070685e+00
2.074919e+00,4.986658e+00,4.986658e+00,5.719162e+00,5.719162e+00,9.826576e+00
2.074919e+00,5.359432e+00,5.359432e+00,6.046947e+00,6.046947e+00,1.058247e+01
2.074919e+00,5.732882e+00,5.732882e+00,6.380282e+00,6.380282e+00,1.133836e+01
2.074919e+00,6.668726e+00,6.668726e+00,7.232839e+00,7.232839e+00,1.322808e+01
2.074919e+00,7.606799e+00,7.606799e+00,8.105890e+00,8.105890e+00,1.511781e+01
2.074919e+00,8.546369e+00,8.546369e+00,8.993469e+00,8.993469e+00,1.700754e+01
2.074919e+00,9.486990e+00,9.486990e+00,9.891665e+00,9.891665e+00,1.889726e+01
2.074919e+00,1.471199e+00,1.471199e+00,3.284919e+00,3.284919e+00,2.078699e+00
2.074919e+00,1.539403e+00,1.539403e+00,3.316026e+00,3.316026e+00,2.267671e+00
2.074919e+00,1.610265e+00,1.610265e+00,3.349510e+00,3.349510e+00,2.456644e+00
2.074919e+00,1.683449e+00,1.683449e+00,3.385301e+00,3.385301e+00,2.645617e+00
2.074919e+00,1.758665e+00,1.758665e+00,3.423327e+00,3.423327e+00,2.834589e+00
2.074919e+00,1.835663e+00,1.835663e+00,3.463513e+00,3.463513e+00,3.023562e+00
2.074919e+00,1.914229e+00,1.914229e+00,3.505786e+00,3.505786e+00,3.212534e+00
2.074919e+00,1.994177e+00,1.994177e+00,3.550071e+00,3.550071e+00,3.401507e+00
2.074919e+00,2.157601e+00,2.157601e+00,3.644380e+00,3.644380e+00,3.779452e+00
2.074919e+00,2.324902e+00,2.324902e+00,3.745855e+00,3.745855e+00,4.157397e+00
2.074919e+00,2.495298e+00,2.495298e+00,3.853930e+00,3.853930e+00,4.535343e+00
2.074919e+00,2.668198e+00,2.668198e+00,3.968065e+00,3.968065e+00,4.913288e+00
2.074919e+00,2.843144e+00,2.843144e+00,4.087754e+00,4.087754e+00,5.291233e+00
2.074919e+00,3.019781e+00,3.019781e+00,4.212522e+00,4.212522e+00,5.669178e+00
2.074919e+00,3.197828e+00,3.197828e+00,4.341931e+00,4.341931e+00,6.047124e+00
2.074919e+00,3.377063e+00,3.377063e+00,4.475580e+00,4.475580e+00,6.425069e+00
2.074919e+00,3.557306e+00,3.557306e+00,4.613100e+00,4.613100e+00,6.803014e+00
2.074919e+00,3.738412e+00,3.738412e+00,4.754155e+00,4.754155e+00,7.180959e+00
2.074919e+00,3.920260e+00,3.920260e+00,4.898439e+00,4.898439e+00,7.558904e+00
2.074919e+00,4.285806e+00,4.285806e+00,5.195613e+00,5.195613e+00,8.314795e+00
2.074919e+00,4.653333e+00,4.653333e+00,5.502706e+00,5.502706e+00,9.070685e+00
2.074919e+00,5.022407e+00,5.022407e+00,5.818148e+00,5.818148e+00,9.826576e+00
2.074919e+00,5.392711e+00,5.392711e+00,6.140651e+00,6.140651e+00,1.058247e+01
2.074919e+00,5.764006e+00,5.764006e+00,6.469160e+00,6.469160e+00,1.133836e+01
2.074919e+00,6.695500e+00,6.695500e+00,7.311360e+00,7.311360e+00,1.322808e+01
2.074919e+00,7.630283e+00,7.630283e+00,8.176031e+00,8.176031e+00,1.511781e+01
2.074919e+00,8.567277e+00,8.567277e+00,9.056738e+00,9.056738e+00,1.700754e+01
2.074919e+00,9.505830e+00,9.505830e+00,9.949224e+00,9.949224e+00,1.889726e+01
2.074919e+00,1.495514e+00,1.495514e+00,3.412775e+00,3.412775e+00,1.700754e+00
2.074919e+00,1.551189e+00,1.551189e+00,3.437536e+00,3.437536e+00,1.889726e+00
2.074919e+00,1.610487e+00,1.610487e+00,3.464699e+00,3.464699e+00,2.078699e+00
2.074919e+00,1.673022e+00,1.673022e+00,3.494206e+00,3.494206e+00,2.267671e+00
2.074919e+00,1.738446e+00,1.738446e+00,3.525999e+00,3.525999e+00,2.456644e+00
2.074919e+00,1.806445e+00,1.806445e+00,3.560016e+00,3.560016e+00,2.645617e+00
2.074919e+00,1.876738e+00,1.876738e+00,3.596194e+00,3.596194e+00,2.834589e+00
2.074919e+00,1.949077e+00,1.949077e+00,3.634470e+00,3.634470e+00,3.023562e+00
2.074919e+00,2.023244e+00,2.023244e+00,3.674777e+00,3.674777e+00,3.212534e+00
2.074919e+00,2.099043e+00,2.099043e+00,3.717049e+00,3.717049e+00,3.401507e+00
2.074919e+00,2.254880e+00,2.254880e+00,3.807224e+00,3.807224e+00,3.779452e+00
2.074919e+00,2.415452e+00,2.415452e+00,3.904469e+00,3.904469e+00,4.157397e+00
2.074919e+00,2.579875e+00,2.579875e+00,4.008269e+00,4.008269e+00,4.535343e+00
2.074919e+00,2.747457e+00,2.747457e+00,4.118129e+00,4.118129e+00,4.913288e+00
2.074919e+00,2.917655e+00,2.917655e+00,4.233577e+00,4.233577e+00,5.291233e+00
2.074919e+00,3.090035e+00,3.090035e+00,4.354169e+00,4.354169e+00,5.669178e+00
2.074919e+00,3.264253e+00,3.264253e+00,4.479488e+00,4.479488e+00,6.047124e+00
2.074919e+00,3.440029e+00,3.440029e+00,4.609150e+00,4.609150e+00,6.425069e+00
2.074919e+00,3.617136e+00,3.617136e+00,4.742799e+00,4.742799e+00,6.803014e+00
2.074919e+00,3.795387e+00,3.795387e+00,4.880106e+00,4.880106e+00,7.180959e+00
2.074919e+00,3.974630e+00,3.974630e+00,5.020772e+00,5.020772e+00,7.558904e+00
2.074919e+00,4.335594e+00,4.335594e+00,5.311106e+00,5.311106e+00,8.314795e+00
2.074919e+00,4.699229e+00,4.699229e+00,5.611882e+00,5.611882e+00,9.070685e+00
2.074919e+00,5.064960e+00,5.064960e+00,5.921511e+00,5.921511e+00,9.826576e+00
2.074919e+00,5.432363e+00,5.432363e+00,6.238673e+00,6.238673e+00,1.058247e+01
2.074919e+00,5.801121e+00,5.801121e+00,6.562277e+00,6.562277e+00,1.133836e+01
2.074919e+00,6.727478e+00,6.727478e+00,7.393878e+00,7.393878e+00,1.322808e+01
2.074919e+00,7.658359e+00,7.658359e+00,8.249905e+00,8.249905e+00,1.511781e+01
2.074919e+00,8.592292e+00,8.592292e+00,9.123484e+00,9.123484e+00,1.700754e+01
2.074919e+00,9.528381e+00,9.528381e+00,1.001002e+01,1.001002e+01,1.889726e+01
2.074919e+00,1.607935e+00,1.607935e+00,3.574931e+00,3.574931e+00,1.511781e+00
2.074919e+00,1.654456e+00,1.654456e+00,3.596095e+00,3.596095e+00,1.700754e+00
2.074919e+00,1.704949e+00,1.704949e+00,3.619603e+00,3.619603e+00,1.889726e+00
2.074919e+00,1.759071e+00,1.759071e+00,3.645409e+00,3.645409e+00,2.078699e+00
2.074919e+00,1.816499e+00,1.816499e+00,3.673465e+00,3.673465e+00,2.267671e+00
2.074919e+00,1.876928e+00,1.876928e+00,3.703719e+00,3.703719e+00,2.456644e+00
2.074919e+00,1.940079e+00,1.940079e+00,3.736119e+00,3.736119e+00,2.645617e+00
2.074919e+00,2.005694e+00,2.005694e+00,3.770608e+00,3.770608e+00,2.834589e+00
2.074919e+00,2.073539e+00,2.073539e+00,3.807130e+00,3.807130e+00,3.023562e+00
2.074919e+00,2.143403e+00,2.143403e+00,3.845628e+00,3.845628e+00,3.212534e+00
2.074919e+00,2.215095e+00,2.215095e+00,3.886042e+00,3.886042e+00,3.401507e+00
2.074919e+00,2.363292e+00,2.363292e+00,3.972383e+00,3.972383e+00,3.779452e+00
2.074919e+00,2.516957e+00,2.516957e+00,4.065679e+00,4.065679e+00,4.157397e+00
2.074919e+00,2.675148e+00,2.675148e+00,4.165464e+00,4.165464e+00,4.535343e+00
2.074919e+00,2.837108e+00,2.837108e+00,4.271283e+00,4.271283e+00,4.913288e+00
2.074919e+00,3.002228e+00,3.002228e+00,4.382699e+00,4.382699e+00,5.291233e+00
2.074919e+00,3.170013e+00,3.170013e+00,4.499295e+00,4.499295e+00,5.669178e+00
2.074919e+00,3.340061e+00,3.340061e+00,4.620680e+00,4.620680e+00,6.047124e+00
2.074919e+00,3.512045e+00,3.512045e+00,4.746487e+00,4.746487e+00,6.425069e+00
2.074919e+00,3.685693e+00,3.685693e+00,4.876373e+00,4.876373e+00,6.803014e+00
2.074919e+00,3.860781e+00,3.860781e+00,5.010020e+00,5.010020e+00,7.180959e+00
2.074919e+00,4.037121e+00,4.037121e+00,5.147137e+00,5.147137e+00,7.558904e+00
2.074919e+00,4.392953e+00,4.392953e+00,5.430719e+00,5.430719e+00,8.314795e+00
2.074919e+00,4.752201e+00,4.752201e+00,5.725216e+00,5.725216e+00,9.070685e+00
2.074919e+00,5.114145e+00,5.114145e+00,6.029026e+00,6.029026e+00,9.826576e+00
2.074919e+00,5.478251e+00,5.478251e+00,6.340813e+00,6.340813e+00,1.058247e+01
2.074919e+00,5.844114e+00,5.844114e+00,6.659455e+00,6.659455e+00,1.133836e+01
2.074919e+00,6.764586e+00,6.764586e+00,7.480261e+00,7.480261e+00,1.322808e+01
2.074919e+00,7.690977e+00,7.690977e+00,8.327412e+00,8.327412e+00,1.511781e+01
2.074919e+00,8.621377e+00,8.621377e+00,9.193629e+00,9.193629e+00,1.700754e+01
2.074919e+00,9.554617e+00,9.554617e+00,1.007400e+01,1.007400e+01,1.889726e+01
2.074919e+00,1.776947e+00,1.776947e+00,3.759843e+00,3.759843e+00,1.511781e+00
2.074919e+00,1.819151e+00,1.819151e+00,3.779972e+00,3.779972e+00,1.700754e+00
2.074919e+00,1.865190e+00,1.865190e+00,3.802344e+00,3.802344e+00,1.889726e+00
2.074919e+00,1.914789e+00,1.914789e+00,3.826917e+00,3.826917e+00,2.078699e+00
2.074919e+00,1.967677e+00,1.967677e+00,3.853652e+00,3.853652e+00,2.267671e+00
2.074919e+00,2.023597e+00,2.023597e+00,3.882502e+00,3.882502e+00,2.456644e+00
2.074919e+00,2.082304e+00,2.082304e+00,3.913422e+00,3.913422e+00,2.645617e+00
2.074919e+00,2.143570e+00,2.143570e+00,3.946362e+00,3.946362e+00,2.834589e+00
2.074919e+00,2.207182e+00,2.207182e+00,3.981273e+00,3.981273e+00,3.023562e+00
2.074919e+00,2.272941e+00,2.272941e+00,4.018102e+00,4.018102e+00,3.212534e+00
2.074919e+00,2.340669e+00,2.340669e+00,4.056798e+00,4.056798e+00,3.401507e+00
2.074919e+00,2.481377e+00,2.481377e+00,4.139579e+00,4.139579e+00,3.779452e+00
2.074919e+00,2.628147e+00,2.628147e+00,4.229189e+00,4.229189e+00,4.157397e+00
2.074919e+00,2.780018e+00,2.780018e+00,4.325203e+00,4.325203e+00,4.535343e+00
2.074919e+00,2.936200e+00,2.936200e+00,4.427206e+00,4.427206e+00,4.913288e+00
2.074919e+00,3.096039e+00,3.096039e+00,4.534792e+00,4.534792e+00,5.291233e+00
2.074919e+00,3.258997e+00,3.258997e+00,4.647574e+00,4.647574e+00,5.669178e+00
2.074919e+00,3.424631e+00,3.424631e+00,4.765184e+00,4.765184e+00,6.047124e+00
2.074919e+00,3.592568e+00,3.592568e+00,4.887272e+00,4.887272e+00,6.425069e+00
2.074919e+00,3.762502e+00,3.762502e+00,5.013512e+00,5.013512e+00,6.803014e+00
2.074919e+00,3.934172e+00,3.934172e+00,5.143597e+00,5.143597e+00,7.180959e+00
2.074919e+00,4.107363e+00,4.107363e+00,5.277245e+00,5.277245e+00,7.558904e+00
2.074919e+00,4.457592e+00,4.457592e+00,5.554188e+00,5.554188e+00,8.314795e+00
2.074919e+00,4.812016e+00,4.812016e+00,5.842464e+00,5.842464e+00,9.070685e+00
2.074919e+00,5.169774e+00,5.169774e+00,6.140476e+00,6.140476e+00,9.826576e+00
2.074919e+00,5.530219e+00,5.530219e+00,6.446875e+00,6.446875e+00,1.058247e+01
2.074919e+00,5.892856e+00,5.892856e+00,6.760520e+00,6.760520e+00,1.133836e+01
2.074919e+00,6.806740e+00,6.806740e+00,7.570376e+00,7.570376e+00,1.322808e+01
2.074919e+00,7.728079e+00,7.728079e+00,8.408453e+00,8.408453e+00,1.511781e+01
2.074919e+00,8.654492e+00,8.654492e+00,9.267098e+00,9.267098e+00,1.700754e+01
2.074919e+00,9.584508e+00,9.584508e+00,1.014109e+01,1.014109e+01,1.889726e+01
2.074919e+00,1.949627e+00,1.949627e+00,3.945140e+00,3.945140e+00,1.511781e+00
2.074919e+00,1.988169e+00,1.988169e+00,3.964329e+00,3.964329e+00,1.700754e+00
2.074919e+00,2.030379e+00,2.030379e+00,3.985665e+00,3.985665e+00,1.889726e+00
2.074919e+00,2.076035e+00,2.076035e+00,4.009116e+00,4.009116e+00,2.078699e+00
2.074919e+00,2.124914e+00,2.124914e+00,4.034643e+00,4.034643e+00,2.267671e+00
2.074919e+00,2.176798e+00,2.176798e+00,4.062208e+00,4.062208e+00,2.456644e+00
2.074919e+00,2.231479e+00,2.231479e+00,4.091770e+00,4.091770e+00,2.645617e+00
2.074919e+00,2.288755e+00,2.288755e+00,4.123286e+00,4.123286e+00,2.834589e+00
2.074919e+00,2.348437e+00,2.348437e+00,4.156711e+00,4.156711e+00,3.023562e+00
2.074919e+00,2.410346e+00,2.410346e+00,4.191999e+00,4.191999e+00,3.212534e+00
2.074919e+00,2.474315e+00,2.474315e+00,4.229104e+00,4.229104e+00,3.401507e+00
2.074919e+00,2.607823e+00,2.607823e+00,4.308576e+00,4.308576e+00,3.779452e+00
2.074919e+00,2.747847e+00,2.747847e+00,4.394741e+00,4.394741e+00,4.157397e+00
2.074919e+00,2.893442e+00,2.893442e+00,4.487215e+00,4.487215e+00,4.535343e+00
2.074919e+00,3.043809e+00,3.043809e+00,4.585615e+00,4.585615e+00,4.913288e+00
2.074919e+00,3.198275e+00,3.198275e+00,4.689568e+00,4.689568e+00,5.291233e+00
2.074919e+00,3.356273e+00,3.356273e+00,4.798714e+00,4.798714e+00,5.669178e+00
2.074919e+00,3.517329e+00,3.517329e+00,4.912707e+00,4.912707e+00,6.047124e+00
2.074919e+00,3.681040e+00,3.681040e+00,5.031217e+00,5.031217e+00,6.425069e+00
2.074919e+00,3.847067e+00,3.847067e+00,5.153932e+00,5.153932e+00,6.803014e+00
2.074919e+00,4.015124e+00,4.015124e+00,5.280559e+00,5.280559e+00,7.180959e+00
2.074919e+00,4.184965e+00,4.184965e+00,5.410824e+00,5.410824e+00,7.558904e+00
2.074919e+00,4.529197e+00,4.529197e+00,5.681260e+00,5.681260e+00,8.314795e+00
2.074919e+00,4.878423e+00,4.878423e+00,5.963396e+00,5.963396e+00,9.070685e+00
2.074919e+00,5.231642e+00,5.231642e+00,6.255650e+00,6.255650e+00,9.826576e+00
2.074919e+00,5.588097e+00,5.588097e+00,6.556669e+00,6.556669e+00,1.058247e+01
2.074919e+00,5.947206e+00,5.947206e+00,6.865300e+00,6.865300e+00,1.133836e+01
2.074919e+00,6.853847e+00,6.853847e+00,7.664092e+00,7.664092e+00,1.322808e+01
2.074919e+00,7.769602e+00,7.769602e+00,8.492926e+00,8.492926e+00,1.511781e+01
2.074919e+00,8.691590e+00,8.691590e+00,9.343812e+00,9.343812e+00,1.700754e+01
2.074919e+00,9.618019e+00,9.618019e+00,1.021124e+01,1.021124e+01,1.889726e+01
2.074919e+00,2.125082e+00,2.125082e+00,4.130771e+00,4.130771e+00,1.511781e+00
2.074919e+00,2.160496e+00,2.160496e+00,4.149101e+00,4.149101e+00,1.700754e+00
2.074919e+00,2.199402e+00,2.199402e+00,4.169492e+00,4.169492e+00,1.889726e+00
2.074919e+00,2.241617e+00,2.241617e+00,4.191914e+00,4.191914e+00,2.078699e+00
2.074919e+00,2.286960e+00,2.286960e+00,4.216335e+00,4.216335e+00,2.267671e+00
2.074919e+00,2.335247e+00,2.335247e+00,4.242720e+00,4.242720e+00,2.456644e+00
2.074919e+00,2.386299e+00,2.386299e+00,4.271032e+00,4.271032e+00,2.645617e+00
2.074919e+00,2.439944e+00,2.439944e+00,4.301235e+00,4.301235e+00,2.834589e+00
2.074919e+00,2.496013e+00,2.496013e+00,4.333287e+00,4.333287e+00,3.023562e+00
2.074919e+00,2.554348e+00,2.554348e+00,4.367149e+00,4.367149e+00,3.212534e+00
2.074919e+00,2.614797e+00,2.614797e+00,4.402778e+00,4.402778e+00,3.401507e+00
2.074919e+00,2.741472e+00,2.741472e+00,4.479170e+00,4.479170e+00,3.779452e+00
2.074919e+00,2.874994e+00,2.874994e+00,4.562114e+00,4.562114e+00,4.157397e+00
2.074919e+00,3.014454e+00,3.014454e+00,4.651261e+00,4.651261e+00,4.535343e+00
2.074919e+00,3.159067e+00,3.159067e+00,4.746261e+00,4.746261e+00,4.913288e+00
2.074919e+00,3.308155e+00,3.308155e+00,4.846770e+00,4.846770e+00,5.291233e+00
2.074919e+00,3.461141e+00,3.461141e+00,4.952453e+00,4.952453e+00,5.669178e+00
2.074919e+00,3.617531e+00,3.617531e+00,5.062985e+00,5.062985e+00,6.047124e+00
2.074919e+00,3.776901e+00,3.776901e+00,5.178057e+00,5.178057e+00,6.425069e+00
2.074919e+00,3.938890e+00,3.938890e+00,5.297372e+00,5.297372e+00,6.803014e+00
2.074919e+00,4.103187e+00,4.103187e+00,5.420649e+00,5.420649e+00,7.180959e+00
2.074919e+00,4.269527e+00,4.269527e+00,5.547626e+00,5.547626e+00,7.558904e+00
2.074919e+00,4.607446e+00,4.607446e+00,5.811699e+00,5.811699e+00,8.314795e+00
2.074919e+00,4.951155e+00,4.951155e+00,6.087793e+00,6.087793e+00,9.070685e+00
2.074919e+00,5.299528e+00,5.299528e+00,6.374347e+00,6.374347e+00,9.826576e+00
2.074919e+00,5.651703e+00,5.651703e+00,6.670011e+00,6.670011e+00,1.058247e+01
2.074919e+00,6.007011e+00,6.007011e+00,6.973627e+00,6.973627e+00,1.133836e+01
2.074919e+00,6.905805e+00,6.905805e+00,7.761278e+00,7.761278e+00,1.322808e+01
2.074919e+00,7.815474e+00,7.815474e+00,8.580730e+00,8.580730e+00,1.511781e+01
2.074919e+00,8.732621e+00,8.732621e+00,9.423691e+00,9.423691e+00,1.700754e+01
2.074919e+00,9.655114e+00,9.655114e+00,1.028438e+01,1.028438e+01,1.889726e+01
2.074919e+00,2.302677e+00,2.302677e+00,4.316691e+00,4.316691e+00,1.511781e+00
2.074919e+00,2.335400e+00,2.335400e+00,4.334235e+00,4.334235e+00,1.700754e+00
2.074919e+00,2.371438e+00,2.371438e+00,4.353759e+00,4.353759e+00,1.889726e+00
2.074919e+00,2.410643e+00,2.410643e+00,4.375237e+00,4.375237e+00,2.078699e+00
2.074919e+00,2.452862e+00,2.452862e+00,4.398640e+00,4.398640e+00,2.267671e+00
2.074919e+00,2.497944e+00,2.497944e+00,4.423938e+00,4.423938e+00,2.456644e+00
2.074919e+00,2.545736e+00,2.545736e+00,4.451098e+00,4.451098e+00,2.645617e+00
2.074919e+00,2.596088e+00,2.596088e+00,4.480086e+00,4.480086e+00,2.834589e+00
2.074919e+00,2.648855e+00,2.648855e+00,4.510868e+00,4.510868e+00,3.023562e+00
2.074919e+00,2.703894e+00,2.703894e+00,4.543407e+00,4.543407e+00,3.212534e+00
2.074919e+00,2.761071e+00,2.761071e+00,4.577664e+00,4.577664e+00,3.401507e+00
2.074919e+00,2.881322e+00,2.881322e+00,4.651184e+00,4.651184e+00,3.779452e+00
2.074919e+00,3.008644e+00,3.008644e+00,4.731114e+00,4.731114e+00,4.157397e+00
2.074919e+00,3.142178e+00,3.142178e+00,4.817134e+00,4.817134e+00,4.535343e+00
2.074919e+00,3.281166e+00,3.281166e+00,4.908925e+00,4.908925e+00,4.913288e+00
2.074919e+00,3.424943e+00,3.424943e+00,5.006170e+00,5.006170e+00,5.291233e+00
2.074919e+00,3.572932e+00,3.572932e+00,5.108556e+00,5.108556e+00,5.669178e+00
2.074919e+00,3.724631e+00,3.724631e+00,5.215781e+00,5.215781e+00,6.047124e+00
2.074919e+00,3.879604e+00,3.879604e+00,5.327554e+00,5.327554e+00,6.425069e+00
2.074919e+00,4.037474e+00,4.037474e+00,5.443593e+00,5.443593e+00,6.803014e+00
2.074919e+00,4.197915e+00,4.197915e+00,5.563631e+00,5.563631e+00,7.180959e+00
2.074919e+00,4.360643e+00,4.360643e+00,5.687417e+00,5.687417e+00,7.558904e+00
2.074919e+00,4.692004e+00,4.692004e+00,5.945284e+00,5.945284e+00,8.314795e+00
2.074919e+00,5.029939e+00,5.029939e+00,6.215447e+00,6.215447e+00,9.070685e+00
2.074919e+00,5.373207e+00,5.373207e+00,6.496372e+00,6.496372e+00,9.826576e+00
2.074919e+00,5.720848e+00,5.720848e+00,6.786722e+00,6.786722e+00,1.058247e+01
2.074919e+00,6.072111e+00,6.072111e+00,7.085339e+00,7.085339e+00,1.133836e+01
2.074919e+00,6.962506e+00,6.962506e+00,7.861806e+00,7.861806e+00,1.322808e+01
2.074919e+00,7.865621e+00,7.865621e+00,8.671764e+00,8.671764e+00,1.511781e+01
2.074919e+00,8.777529e+00,8.777529e+00,9.506656e+00,9.506656e+00,1.700754e+01
2.074919e+00,9.695750e+00,9.695750e+00,1.036046e+01,1.036046e+01,1.889726e+01
2.074919e+00,2.481953e+00,2.481953e+00,4.502865e+00,4.502865e+00,1.511781e+00
2.074919e+00,2.512342e+00,2.512342e+00,4.519686e+00,4.519686e+00,1.700754e+00
2.074919e+00,2.545876e+00,2.545876e+00,4.538413e+00,4.538413e+00,1.889726e+00
2.074919e+00,2.582434e+00,2.582434e+00,4.559021e+00,4.559021e+00,2.078699e+00
2.074919e+00,2.621889e+00,2.621889e+00,4.581485e+00,4.581485e+00,2.267671e+00
2.074919e+00,2.664112e+00,2.664112e+00,4.605779e+00,4.605779e+00,2.456644e+00
2.074919e+00,2.708974e+00,2.708974e+00,4.631873e+00,4.631873e+00,2.645617e+00
2.074919e+00,2.756346e+00,2.756346e+00,4.659737e+00,4.659737e+00,2.834589e+00
2.074919e+00,2.806101e+00,2.806101e+00,4.689340e+00,4.689340e+00,3.023562e+00
2.074919e+00,2.858114e+00,2.858114e+00,4.720648e+00,4.720648e+00,3.212534e+00
2.074919e+00,2.912264e+00,2.912264e+00,4.753629e+00,4.753629e+00,3.401507e+00
2.074919e+00,3.026514e+00,3.026514e+00,4.824468e+00,4.824468e+00,3.779452e+00
2.074919e+00,3.147969e+00,3.147969e+00,4.901573e+00,4.901573e+00,4.157397e+00
2.074919e+00,3.275829e+00,3.275829e+00,4.984652e+00,4.984652e+00,4.535343e+00
2.074919e+00,3.409372e+00,3.409372e+00,5.073414e+00,5.073414e+00,4.913288e+00
2.074919e+00,3.547958e+00,3.547958e+00,5.167563e+00,5.167563e+00,5.291233e+00
2.074919e+00,3.691018e+00,3.691018e+00,5.266813e+00,5.266813e+00,5.669178e+00
2.074919e+00,3.838052e+00,3.838052e+00,5.370880e+00,5.370880e+00,6.047124e+00
2.074919e+00,3.988621e+00,3.988621e+00,5.479489e+00,5.479489e+00,6.425069e+00
2.074919e+00,4.142339e+00,4.142339e+00,5.592377e+00,5.592377e+00,6.803014e+00
2.074919e+00,4.298868e+00,4.298868e+00,5.709288e+00,5.709288e+00,7.180959e+00
2.074919e+00,4.457912e+00,4.457912e+00,5.829982e+00,5.829982e+00,7.558904e+00
2.074919e+00,4.782538e+00,4.782538e+00,6.081807e+00,6.081807e+00,8.314795e+00
2.074919e+00,5.114494e+00,5.114494e+00,6.346161e+00,6.346161e+00,9.070685e+00
2.074919e+00,5.452441e+00,5.452441e+00,6.621542e+00,6.621542e+00,9.826576e+00
2.074919e+00,5.795332e+00,5.795332e+00,6.906633e+00,6.906633e+00,1.058247e+01
2.074919e+00,6.142337e+00,6.142337e+00,7.200278e+00,7.200278e+00,1.133836e+01
2.074919e+00,7.023835e+00,7.023835e+00,7.965549e+00,7.965549e+00,1.322808e+01
2.074919e+00,7.919959e+00,7.919959e+00,8.765926e+00,8.765926e+00,1.511781e+01
2.074919e+00,8.826255e+00,8.826255e+00,9.592627e+00,9.592627e+00,1.700754e+01
2.074919e+00,9.739884e+00,9.739884e+00,1.043940e+01,1.043940e+01,1.889726e+01
2.074919e+00,2.662570e+00,2.662570e+00,4.689264e+00,4.689264e+00,1.511781e+00
2.074919e+00,2.690920e+00,2.690920e+00,4.705418e+00,4.705418e+00,1.700754e+00
2.074919e+00,2.722256e+00,2.722256e+00,4.723409e+00,4.723409e+00,1.889726e+00
2.074919e+00,2.756476e+00,2.756476e+00,4.743213e+00,4.743213e+00,2.078699e+00
2.074919e+00,2.793474e+00,2.793474e+00,4.764809e+00,4.764809e+00,2.267671e+00
2.074919e+00,2.833141e+00,2.833141e+00,4.788173e+00,4.788173e+00,2.456644e+00
2.074919e+00,2.875367e+00,2.875367e+00,4.813278e+00,4.813278e+00,2.645617e+00
2.074919e+00,2.920040e+00,2.920040e+00,4.840098e+00,4.840098e+00,2.834589e+00
2.074919e+00,2.967051e+00,2.967051e+00,4.868604e+00,4.868604e+00,3.023562e+00
2.074919e+00,3.016290e+00,3.016290e+00,4.898767e+00,4.898767e+00,3.212534e+00
2.074919e+00,3.067650e+00,3.067650e+00,4.930556e+00,4.930556e+00,3.401507e+00
2.074919e+00,3.176315e+00,3.176315e+00,4.998889e+00,4.998889e+00,3.779452e+00
2.074919e+00,3.292248e+00,3.292248e+00,5.073343e+00,5.073343e+00,4.157397e+00
2.074919e+00,3.414710e+00,3.414710e+00,5.153655e+00,5.153655e+00,4.535343e+00
2.074919e+00,3.543023e+00,3.543023e+00,5.239554e+00,5.239554e+00,4.913288e+00
2.074919e+00,3.676574e+00,3.676574e+00,5.330770e+00,5.330770e+00,5.291233e+00
2.074919e+00,3.814814e+00,3.814814e+00,5.427036e+00,5.427036e+00,5.669178e+00
2.074919e+00,3.957251e+00,3.957251e+00,5.528087e+00,5.528087e+00,6.047124e+00
2.074919e+00,4.103448e+00,4.103448e+00,5.633667e+00,5.633667e+00,6.425069e+00
2.074919e+00,4.253018e+00,4.253018e+00,5.743524e+00,5.743524e+00,6.803014e+00
